STN_LABEL;ADR_NUMBER;zip;place;COM_CANTON;lat;long
Ackerweg;2a;3855;Brienz BE;BE;46.74684617641969;8.057011198772607
Lauenenseestrasse;60;3782;Lauenen b. Gstaad;BE;46.40396541187263;7.334092946560947
Gand;23;3713;Reichenbach im Kandertal;BE;46.613700361478514;7.683911997371787
Wattenwilweg;14;3604;Thun;BE;46.738513373465786;7.621411131863283
Alpenstrasse;52b;3800;Interlaken;BE;46.68461665048523;7.868251883693678
Fliederweg;3;3309;Kernenried;BE;47.07364769292852;7.5528073799202575
Bahnhofstrasse;27;3360;Herzogenbuchsee;BE;47.18746016815238;7.701391463379274
Dianaweg;5;3700;Spiez;BE;46.684459612464735;7.683853358584479
Rigiweg;29;2543;Lengnau BE;BE;47.17884425887069;7.375055686954987
Südstrasse / Rue du Midi;43a;2504;Biel/Bienne;BE;47.14296371037641;7.275314927480384
Dornhaldestrasse;20;3627;Heimberg;BE;46.794138287260076;7.605593380153107
Oberdorfstrasse;27b;3510;Konolfingen;BE;46.888688525826865;7.6286764163162335
Ziegelhaus;1;3618;Süderen;BE;46.818972039442045;7.72154804095287
Kirchstrasse;1;3806;Bönigen b. Interlaken;BE;46.68481983707633;7.892461921288959
Löhrstrasse;75;3144;Gasel;BE;46.88890394406838;7.409793728027759
Mühlegasse;8b;3425;Koppigen;BE;47.132657650796645;7.602425856021262
Riedernrain;163;3027;Bern;BE;46.94861562412343;7.371129035651928
Weissensteinweg;13;3303;Jegenstorf;BE;47.05414126636596;7.500541752555119
Stockackerstrasse;17;3122;Kehrsatz;BE;46.91795884254599;7.468354846667963
Ischlagweg;26;3714;Frutigen;BE;46.59126109993523;7.650040460670446
Hintergasse;3;4704;Niederbipp;BE;47.266415669764314;7.697325734531987
Büetigenstrasse;41a;2557;Studen BE;BE;47.111766421517224;7.30782259560561
Heejiweg;33;3862;Innertkirchen;BE;46.70473567570067;8.23179553892765
Schulhausstrasse;10;3207;Golaten;BE;46.98559531461186;7.24063493665414
Rüttihubel;38;3512;Walkringen;BE;46.940266602286094;7.599649121936519
Talackerweg;22;3506;Grosshöchstetten;BE;46.91211184482138;7.628903248415075
Champ Pention;9;2735;Bévilard;BE;47.23889957879614;7.286958869036652
Matte;306;3824;Stechelberg;BE;46.55124168519839;7.901670543248168
Leimbachgasse;3a;3714;Frutigen;BE;46.59114307344509;7.645720885942312
Zukunftstrasse / Rue de l'Avenir;50a;2503;Biel/Bienne;BE;47.132102222375416;7.248973902868491
Berneiweg;1;3432;Lützelflüh-Goldbach;BE;47.00488463723369;7.695556053327309
Dorf;25;3472;Rumendingen;BE;47.10553358320153;7.644539850572473
Arvenweg;40;3604;Thun;BE;46.736039903475024;7.62123269947568
Schreinerweg;23;3012;Bern;BE;46.954923088185026;7.427623496468764
Hauptstrasse;135;3855;Brienz BE;BE;46.754709245842;8.03657830463935
Hofmattstrasse;3;3297;Leuzigen;BE;47.17552444867201;7.453706040835719
Turnhallenstrasse;7a;4900;Langenthal;BE;47.210144585603246;7.780504112739344
Dorfgasse;58;4900;Langenthal;BE;47.20994443137222;7.775156880264738
Lauenenweg;5e;3600;Thun;BE;46.75955285868447;7.632896145570084
Hauptstrasse;37;2563;Ipsach;BE;47.11350652113663;7.231542366535096
Schlossgasse;2;3150;Schwarzenburg;BE;46.816742387198246;7.342783888695181
Ober Blapbach;369;3555;Trubschachen;BE;46.92139941538713;7.837502609549443
Klusstrasse;4a;4900;Langenthal;BE;47.21574404015549;7.772751068136803
Mattenweg;41a;2553;Safnern;BE;47.151230981251906;7.3287822838438075
Schlossstrasse;4a;3800;Interlaken;BE;46.68786159876894;7.864107626034141
Dählenweg;6;3380;Wangen an der Aare;BE;47.22893140028319;7.655365732724019
Worbstrasse;173;3073;Gümligen;BE;46.93490203830753;7.500839767657127
Heidensteinweg / Chemin de la Pierre-aux-Sarrasins;13;2504;Biel/Bienne;BE;47.1422655580387;7.277742760804342
Dorfstrasse;21;3225;Müntschemier;BE;46.99570212534047;7.14319049393921
Strandweg;7;2560;Nidau;BE;47.124437259882505;7.2376675107007555
Dorfgasse;88a;4900;Langenthal;BE;47.20719542923221;7.773991283249018
Moosweg;20a;3324;Hindelbank;BE;47.046544599660486;7.544591208728614
Neumattstrasse;30;3123;Belp;BE;46.89823885648907;7.498238951303347
Mittelstrasse / Rue du Milieu;38;2502;Biel/Bienne;BE;47.14223454372363;7.251468953593613
Feldweg;18;2572;Sutz;BE;47.09989296297725;7.214971343629804
Reidenbach;281a;3766;Boltigen;BE;46.62314875574587;7.378474414843662
Tägertschistrasse;28a;3110;Münsingen;BE;46.87509189618005;7.567133376074175
Trüttlisbergweg;22;3782;Lauenen b. Gstaad;BE;46.42491143846245;7.361500421040889
Mattenstrasse;31;3073;Gümligen;BE;46.933996824174194;7.510687694634042
Lindentalstrasse;8;3067;Boll;BE;46.95548226446255;7.549878163574326
Chrummeney nord;1080c;3855;Brienz BE;BE;46.74550640645254;8.086126267317725
Heidbühlweid;852;3552;Bärau;BE;46.93312003769382;7.840163302956501
Käsereigasse;22;3282;Bargen BE;BE;47.04010418498733;7.261669578997827
Rue des Chardonnerets;13;2740;Moutier;BE;47.27798771686718;7.367679863036234
Breitenriedstrasse;6;3115;Gerzensee;BE;46.840484391373145;7.552421535166991
Maienstrasse;2;3613;Steffisburg;BE;46.76273286922313;7.619058087462542
Terrassenweg;93;3818;Grindelwald;BE;46.629451056027555;8.040260375424781
Sägefeldweg / Chemin de la Scierie;40c;2504;Biel/Bienne;BE;47.15377185560511;7.27278958913089
Büschstrasse;45;3713;Reichenbach im Kandertal;BE;46.62192546457207;7.682447745120448
Höheweg;11;3507;Biglen;BE;46.9234944618886;7.632120684450385
Bodelenweg;50;3172;Niederwangen b. Bern;BE;46.92682933175913;7.371248712890125
Laupenstrasse;27a;3176;Neuenegg;BE;46.89428712271289;7.296243936418999
Bahnhofstrasse;39;3072;Ostermundigen;BE;46.95445495460152;7.487449253798271
Jurastrasse;2;3367;Thörigen;BE;47.170576520025634;7.7278868976217945
Jägerheimweg;270;3123;Belp;BE;46.89808441401984;7.516046925461208
Chemin des Etampés;11;2537;Vauffelin;BE;47.187814140213106;7.297369936950576
Höhestrasse;28;4923;Wynau;BE;47.253585616067085;7.813478018408593
Gurbenstrasse;22;3800;Unterseen;BE;46.68148912258426;7.845340286189414
Schnetzenschachen;219c;3437;Rüderswil;BE;46.994287888368945;7.718867312089377
Oberer Aareweg;2;3250;Lyss;BE;47.079975790823795;7.298117167239201
Ryffliweg;19;3226;Treiten;BE;47.01077389287693;7.170710778731448
Grünweg;12;2557;Studen BE;BE;47.10856740391079;7.302837226212208
Wilerbergweg / Chemin du Wilerberg;11;2504;Biel/Bienne;BE;47.14375941751016;7.284791392809404
Engi;484r;6086;Hasliberg Reuti;BE;46.73255860956902;8.208353167015947
Erlenweg;1;4934;Madiswil;BE;47.16046412635397;7.796025794508427
Sägematt;3;3507;Biglen;BE;46.92839820204998;7.620268191711103
Waldweg;4;3072;Ostermundigen;BE;46.9600443153326;7.499423244340851
Kleemattweg;7;3126;Kaufdorf;BE;46.83998496100321;7.498961977533194
Dreihubelweg;76;3250;Lyss;BE;47.075071163556146;7.319736423487224
Progressastrasse;44b;3414;Oberburg;BE;47.03723385383735;7.629292550793224
Scheurenstrasse;11;3293;Dotzigen;BE;47.119872617599015;7.3359103835512895
Talbodenstrasse;58;3098;Schliern b. Köniz;BE;46.91196829174165;7.411907442450709
Aeussere Gasse;2a;3770;Zweisimmen;BE;46.570095272020694;7.3829822249032695
Tulpenweg;30;3097;Liebefeld;BE;46.9268550647766;7.410626142976043
Solothurnstrasse;5;2543;Lengnau BE;BE;47.18264361336201;7.366027067792978
Funtenenstrasse;4;3860;Meiringen;BE;46.737084249723786;8.167109732950422
Reuschstrasse;9;3785;Gsteig b. Gstaad;BE;46.36439780835891;7.2428469534570565
Engerainstutz;1;3613;Steffisburg;BE;46.780157911314724;7.61266058166498
Eichholzstrasse;77;3084;Wabern;BE;46.93274934776205;7.456426112551726
Bierhübeli;17;3257;Grossaffoltern;BE;47.07192667774964;7.367166544733973
Jucher;61a;3036;Detligen;BE;47.00408148899522;7.263340671768721
Achsetbergstrasse;9a;3725;Achseten;BE;46.544991782148706;7.621634151154162
Fuhren;182;3472;Wynigen;BE;47.099411226884094;7.70839022777788
Worbstrasse;70;3113;Rubigen;BE;46.90084404582939;7.551196520792972
Eystrasse;23;3714;Wengi b. Frutigen;BE;46.60714912564831;7.663233216984514
Gärbiweg;6;3752;Wimmis;BE;46.673244973741056;7.635893316739612
Egghübeli;549;3066;Stettlen;BE;46.96578660937704;7.534381316728865
Schaufelweg;58;3098;Schliern b. Köniz;BE;46.91123063819732;7.4117240531320006
Hohmadpark;8;3604;Thun;BE;46.748827377215164;7.6237753921165
Jerisberg;9a;3206;Ferenbalm;BE;46.96022010138599;7.2163178312403184
Talweg;14;3150;Schwarzenburg;BE;46.817861112517775;7.336282483339354
Donenweg;2;4537;Wiedlisbach;BE;47.24754130525475;7.645547326021243
Breitenstrasse;18;3296;Arch;BE;47.16423665439485;7.432232209373601
Ziegeleistrasse;43;3612;Steffisburg;BE;46.774013941593566;7.63500364183668
Märgeli;242;3474;Rüedisbach;BE;47.113158257132206;7.71855206676514
Uf dr Lamm;1;3855;Schwanden b. Brienz;BE;46.75715773864911;8.05655343108479
Meisenweg;5;4950;Huttwil;BE;47.112059820128906;7.853149877776455
Keltenweg;5;2557;Studen BE;BE;47.11456917196628;7.29722197907923
Bellevuestrasse;157;3095;Spiegel b. Bern;BE;46.92653483565764;7.4434384781328236
Urseni;326;6085;Hasliberg Goldern;BE;46.741764418545095;8.198500064349577
Chrinestrasse;35b;3785;Gsteig b. Gstaad;BE;46.39566959264816;7.2789041311298375
Hauptstrasse;31;3273;Kappelen;BE;47.081638692005185;7.2768725210096665
Kühlewilstrasse;36a;3086;Englisberg;BE;46.89512276552891;7.45296311790365
Däracherweg;8;3713;Reichenbach im Kandertal;BE;46.62947919879357;7.707631365266364
Riedmoosstrasse;33;3172;Niederwangen b. Bern;BE;46.92868400215789;7.374082572960214
Bernstrasse;2;3053;Münchenbuchsee;BE;47.02114518701489;7.450640127326676
Aarwangenstrasse;13c;4900;Langenthal;BE;47.21531223703735;7.787956177905511
Obere Gletscherstrasse;59;3818;Grindelwald;BE;46.630879439566066;8.054105356573157
Dorf;82;4942;Walterswil BE;BE;47.114379773242284;7.779327534300561
Redernweg / Chemin Redern;10;2502;Biel/Bienne;BE;47.15079586435999;7.261657375485134
J.V. Widmannstrasse;21a;3074;Muri b. Bern;BE;46.92559367512335;7.475777323007768
Vorackerweg;12;3073;Gümligen;BE;46.93549753702208;7.513040365794508
Buechmätteliweg;1;3852;Ringgenberg BE;BE;46.702194096106346;7.889260417927877
Hunzigenallee;23;3110;Münsingen;BE;46.88100695028492;7.553752898620004
Wiederbergstrasse;33;3552;Bärau;BE;46.93770350791377;7.80370087338046
Badstrasse;39;3638;Blumenstein;BE;46.745349849147914;7.519612073132132
Schlattweg;6a;3818;Grindelwald;BE;46.61020494263908;8.023768539579903
Nieder-Gysenstein;351d;3503;Gysenstein;BE;46.89574853848219;7.593545738378613
Habstettenstrasse;6d;3065;Bolligen;BE;46.97873590503959;7.500035518811234
Unterdorfstrasse;5c;3504;Niederhünigen;BE;46.87848529476457;7.635540817890571
Wil;14b;3473;Alchenstorf;BE;47.11416080121286;7.643927253502655
Neufeldstrasse;155;3012;Bern;BE;46.95826984760042;7.435702546506867
Baggwilgraben;10b;3267;Seedorf BE;BE;47.0222688900144;7.318276025221016
Obere Gletscherstrasse;59b;3818;Grindelwald;BE;46.6311498614341;8.054003963862739
Mülenenstrasse;16;3703;Aeschi b. Spiez;BE;46.65360524645554;7.691930882528697
Chemin du Prailat;1;2744;Belprahon;BE;47.2810542197376;7.405384864688644
Rittweg;2a;3818;Grindelwald;BE;46.61663315992253;8.006735804673097
Dorfstrasse;59;3707;Därligen;BE;46.66283482624246;7.807491201652345
Wilstrasse;9a;3114;Wichtrach;BE;46.84281668247114;7.58235587560483
Gurnigelstrasse;9;3110;Münsingen;BE;46.87219424983662;7.551032112213712
La Source;3;2516;Lamboing;BE;47.11727593943141;7.131672540120596
Kastanienweg;63;3123;Belp;BE;46.88247809364381;7.500268374104959
Am Gunten;634;3852;Ringgenberg BE;BE;46.70803545120169;7.8974954139055065
Dorfstrasse;28;3778;Schönried;BE;46.502997028180495;7.285763701123598
Schlossstrasse;76;3067;Boll;BE;46.956341371032714;7.545032220781352
Chutzenweg;10;3125;Toffen;BE;46.86249527539823;7.4906197923154085
Obere Gletscherstrasse;69;3818;Grindelwald;BE;46.631472943370156;8.055809752284036
Schmockenstrasse;221;3803;Beatenberg;BE;46.68948367691097;7.771056703395672
Lauenenweg;61;3600;Thun;BE;46.76365405398792;7.638552850593961
Am undere Albrist;26a;3773;Matten (St. Stephan);BE;46.50026620399368;7.4573727572108215
Neufeldstrasse;42e;3604;Thun;BE;46.74083433068541;7.609668710566977
Obermoosstrasse;28;3067;Boll;BE;46.95763081954511;7.541566391840278
Lindenweg;2a;3806;Bönigen b. Interlaken;BE;46.68660501950359;7.8937056691900365
Bielstrasse;76;2542;Pieterlen;BE;47.172078006277616;7.317065545982687
Steineggstrasse;25;3770;Zweisimmen;BE;46.57530134926152;7.378424133072727
Aeschiweg;11;3067;Boll;BE;46.9598342095625;7.542043555844411
Stationsweg;46;3646;Einigen;BE;46.71270690144672;7.636703954804165
Brunnenweg;5a;2572;Sutz;BE;47.106045130038;7.219424756869881
Lyssstrasse;115a;3322;Urtenen-Schönbühl;BE;47.026285925822634;7.4733196271592925
Bärglistrasse;1;2558;Aegerten;BE;47.11734915427018;7.290573400682667
Dorfstrasse;13;3323;Bäriswil BE;BE;47.01950329872492;7.5256506968686745
Burkhalten;1;3418;Rüegsbach;BE;47.030737421958186;7.70312563198342
Gantrischweg;6;3127;Mühlethurnen;BE;46.81200843465534;7.515780525312333
Schmidigen;3e;3464;Schmidigen-Mühleweg;BE;47.09368354474163;7.740183073127466
Liebeggweg;18c;3006;Bern;BE;46.94517115435618;7.459831889797251
Bernstrasse;78;3267;Seedorf BE;BE;47.033453107599485;7.313067124192104
Steinrieselstrasse;14;3203;Mühleberg;BE;46.95706778883492;7.2600792434589305
Lauterbachstrasse;27;3414;Oberburg;BE;47.02693948031486;7.608879427758203
Mischleren;97;3183;Albligen;BE;46.8517044296944;7.304499886229579
Hubelgasse;4;3132;Riggisberg;BE;46.8049478829141;7.478460405171773
Eigerweg;2;3422;Kirchberg BE;BE;47.08126076024885;7.589180511897991
Hauptstrasse;7;3854;Oberried am Brienzersee;BE;46.73312812983803;7.955562754995933
Erlenweg;42a;3005;Bern;BE;46.942258458025314;7.442887980696505
Rütenestrasse;20;3752;Wimmis;BE;46.67762204202243;7.657735467899686
Grundstrasse;21;3818;Grindelwald;BE;46.625352263163975;8.02232632171659
Wiesenweg;7;3661;Uetendorf;BE;46.774495401451176;7.590397237114891
Obdorfstrasse;41;3852;Ringgenberg BE;BE;46.702057860165674;7.894123439205305
Grubenstrasse;90;3322;Urtenen-Schönbühl;BE;47.02080925209359;7.510026779910116
Zähringerstrasse;42;3012;Bern;BE;46.95594000105733;7.433429960490741
Gwattstrasse;85;3645;Gwatt (Thun);BE;46.73064181209823;7.627284762974218
Galgenzelg;17;3150;Schwarzenburg;BE;46.817629410487356;7.3494782114778126
Tägertschistrasse;36;3110;Münsingen;BE;46.87508162204111;7.5682745801858715
Allmendstrasse;14;3812;Wilderswil;BE;46.66506666746203;7.871284892565204
Sägemattstrasse;62;3098;Köniz;BE;46.92598294553677;7.412320380906128
Endweg;36a;3818;Grindelwald;BE;46.623326085590215;8.0297207147571
Hubelsgasse;7;3421;Lyssach;BE;47.063319133885166;7.579389303044225
Moosweg;2;3506;Grosshöchstetten;BE;46.90428283427205;7.636094260697037
Seidenweg;61;3012;Bern;BE;46.956137905078855;7.43362699816646
Niesenstrasse;5;3634;Thierachern;BE;46.7589407272227;7.584672942377088
Haldenweg;31;4932;Lotzwil;BE;47.18860371504785;7.782979246312195
Alpenstrasse;33;3627;Heimberg;BE;46.78894135222774;7.603927187636491
Hauptstrasse;80;3713;Reichenbach im Kandertal;BE;46.61477147164656;7.675079007114327
Grubershaus;155;3158;Guggisberg;BE;46.75837543278677;7.318870151635792
Rugenparkstrasse;38;3800;Interlaken;BE;46.67810497800433;7.8508564544247115
Burgfluhstrasse;4;3752;Wimmis;BE;46.6714130573934;7.63404405254208
Rossgrabe;100;3204;Rosshäusern;BE;46.918635946330625;7.263108998620269
Bahnhofstrasse;11a;3718;Kandersteg;BE;46.494784126551075;7.6725381767464285
Seevorstadt / Faubourg du Lac;42;2502;Biel/Bienne;BE;47.1376362480431;7.239674081338363
Rattenholz;35d;3087;Niedermuhlern;BE;46.85293256450121;7.466195893084301
Jegenstorfstrasse;31c;3322;Mattstetten;BE;47.030665995793065;7.512947125727595
Worbstrasse;229;3073;Gümligen;BE;46.93282957318012;7.507179995748113
Pfarrhausweg;12;3612;Steffisburg;BE;46.781726147815846;7.633172156142533
Rue des Deutes;20;2720;Tramelan;BE;47.22701696030416;7.110428264965011
Underem Gfell;32;3860;Meiringen;BE;46.72801699704868;8.194695800867791
Pappelweg;49;3613;Steffisburg;BE;46.77121538356261;7.607355656496215
Egg;116a;3757;Schwenden im Diemtigtal;BE;46.57078263973408;7.488166118955318
Murtenstrasse;57a;3282;Bargen BE;BE;47.03703436806989;7.260061430677199
Seedorfweg;33;3053;Münchenbuchsee;BE;47.018031868945755;7.458504693611374
Grebli;54;3673;Linden;BE;46.846736909023335;7.684210046059847
Oberdorfstrasse;76;3072;Ostermundigen;BE;46.95359953887323;7.4894978223633
Beundenweg;10b;3296;Arch;BE;47.16569317068805;7.425426566232861
Hauptstrasse;29a;3035;Frieswil;BE;46.99511924360225;7.2861931923297565
Schwanderstrasse;74a;3855;Schwanden b. Brienz;BE;46.75830116407683;8.054707811230115
I de Huble;11;3718;Kandersteg;BE;46.501653945092244;7.690753616714207
Zeughausstrasse;5;3380;Wangen an der Aare;BE;47.2329453431301;7.658894615418975
Wohlhausenweg;16;3645;Gwatt (Thun);BE;46.73161629724787;7.625469663686501
Unterdorfstrasse;29;3800;Matten b. Interlaken;BE;46.68230325639126;7.866259801566957
Hohsteg;146;3822;Lauterbrunnen;BE;46.596492234378736;7.909952805734879
Fonsweg;10;3414;Oberburg;BE;47.03392068979453;7.625623329817994
Unterberken;13c;3376;Berken;BE;47.227957745083756;7.7115988399482625
Meisenweg;31;3604;Thun;BE;46.74345630922688;7.618614414558366
Schluecht;182;3453;Heimisbach;BE;47.01062416990372;7.793385991565286
Oberburgstrasse;48d;3400;Burgdorf;BE;47.04923585591316;7.622136399842897
Schibeweg;5;3780;Gstaad;BE;46.46697751007827;7.306279377011873
Niederdorfstrasse;10;3775;Lenk im Simmental;BE;46.48050347667732;7.426334877487098
Dieterswald;208;3326;Krauchthal;BE;47.0097331844192;7.588507566474326
Zähringerstrasse;12a;3400;Burgdorf;BE;47.051518332957265;7.617853762565589
Lenkstrasse;45;3771;Blankenburg;BE;46.54262512869837;7.387951963542637
Sattlerrain;4;2575;Täuffelen;BE;47.065881744735286;7.20100178827182
Kornweg;94;3027;Bern;BE;46.94991977089236;7.387993790863618
Spinsstrasse;15a;3270;Aarberg;BE;47.048474563830695;7.283645347853172
Kaschishaus;1666f;3457;Wasen im Emmental;BE;47.05554532667967;7.787667633890148
Riedli;50;3756;Zwischenflüh;BE;46.611551930228025;7.530039487920657
Weid;81;3674;Bleiken b. Oberdiessbach;BE;46.81552349422108;7.637486700955162
Müslinweg;6a;3006;Bern;BE;46.93552728942625;7.4649629891542
Allmendstrasse;18;4938;Rohrbach;BE;47.135441346250815;7.820917174749203
Sonnenrainstrasse;12;3612;Steffisburg;BE;46.77958011199289;7.646350437839043
Mädergutstrasse;93;3018;Bern;BE;46.937188990744254;7.382529674673545
Blümlimattweg;5;3700;Spiez;BE;46.68179162155826;7.682129028479876
Kohlhüttenweg;4;3115;Gerzensee;BE;46.85452626571222;7.552254306481682
Chilchacher;707b;3855;Brienz BE;BE;46.75860975787277;8.018073607836675
Stadel Schwendi;695;3804;Habkern;BE;46.725630992141184;7.876845428495137
Flielti;1253c;3855;Brienz BE;BE;46.73239264178535;8.034525674117251
Rue de Chalière;68;2740;Moutier;BE;47.27246586868024;7.3555557153167515
Rumendingenstrasse;46;3423;Ersigen;BE;47.09190246528429;7.608162871688018
Innergsteigstrasse;37b;3785;Gsteig b. Gstaad;BE;46.38259845446914;7.272365591338659
Moosaffoltern;749a;3256;Dieterswil;BE;47.04239187662664;7.444775819069958
Combe-Grède;33;2613;Villeret;BE;47.15700885719956;7.021386386956524
Dorfbachstrasse;26;3098;Köniz;BE;46.92016230717402;7.409395666014012
Hauptstrasse;28;3706;Leissigen;BE;46.657182471968525;7.782551287949257
Fabrikstrasse;21a;3800;Interlaken;BE;46.67791193207779;7.849508793494198
Gerberweg;13;2560;Nidau;BE;47.123872086889456;7.243731788736001
Grächwilstrasse;2c;3045;Meikirch;BE;47.00984162745015;7.36497534357226
Pfrundmatte;419a;3822;Lauterbrunnen;BE;46.591627168671245;7.907378960978506
Waldried;75;3765;Oberwil im Simmental;BE;46.65548333113481;7.4144688610002945
Däleweidweg;40;3176;Neuenegg;BE;46.90603930878522;7.272915473368171
Oeyachern;561;3758;Latterbach;BE;46.66350174034371;7.582208214100768
Finkhubelweg;6;3400;Burgdorf;BE;47.053802617771225;7.612267794740697
Hölzli;242;3661;Uetendorf;BE;46.76920914196098;7.565638951425019
Rebstockweg;55a;3232;Ins;BE;47.0089087951565;7.11085960161269
Bottigenstrasse;358;3019;Bern;BE;46.93828413487674;7.33982000757554
Underbächiweg;2a;3707;Därligen;BE;46.66106074395517;7.808093196999308
Gäbelbachstrasse;41;3027;Bern;BE;46.94950909448376;7.3762508350145275
Waldriedstrasse;35;3074;Muri b. Bern;BE;46.928077107757304;7.4961181352229165
Stockhornweg;5;3662;Seftigen;BE;46.79145948396426;7.543085281003969
Bahnhofstrasse;1;3150;Schwarzenburg;BE;46.818946170222134;7.342688198002139
Im Tal;295;3854;Oberried am Brienzersee;BE;46.738651226947695;7.961542967334935
Oltigen;163e;3036;Detligen;BE;46.985410703708155;7.265360542230503
Waldeckstrasse;28;3052;Zollikofen;BE;46.99557268904376;7.437067137129715
Balmholzweg;41;3145;Niederscherli;BE;46.87989040686459;7.3847419552783915
Scharlenstrasse;2a;4536;Attiswil;BE;47.24325832526382;7.601468785223017
Wiesenstrasse;9;3052;Zollikofen;BE;47.001059348638286;7.448860958551727
Fichtenweg;13;3613;Steffisburg;BE;46.7723965550573;7.605460911908599
Länggässli;25;3604;Thun;BE;46.73282289970276;7.613293580267541
Greyerzstrasse;50;3013;Bern;BE;46.9567672831246;7.449602142211986
Wangentalstrasse;44;3172;Niederwangen b. Bern;BE;46.92604795352887;7.373297987362563
Bortgässli;3b;3792;Saanen;BE;46.491674481786845;7.257362945167321
Leematte;22;3804;Habkern;BE;46.71779434597066;7.850649076531432
Im Dorf;15;3298;Oberwil b. Büren;BE;47.12978188533818;7.406101022398595
Rüfenachtweg;2;3006;Bern;BE;46.950718854746235;7.470277127628738
Hinder-Ägerte;4b;3615;Heimenschwand;BE;46.83109260815458;7.701059925435331
Bostudenstrasse;21;3604;Thun;BE;46.734071143021616;7.61468442939315
Seftigenstrasse;121a;3123;Belp;BE;46.888372202654644;7.4959582860636536
Eggisbühlweg;8;3655;Sigriswil;BE;46.72167111495985;7.731058722534773
Sydachstrasse;16;3812;Wilderswil;BE;46.66582442157431;7.865946594729943
Meikirchstrasse;11c;3042;Ortschwaben;BE;46.99045728909105;7.401863026442855
Hildegardstrasse;25;3097;Liebefeld;BE;46.93166150305231;7.427247866713268
Spörihausmattweg;11;3054;Schüpfen;BE;47.04616105361018;7.3756102379234445
Chutzenweg;2;3125;Toffen;BE;46.861694611655494;7.49080263248344
Lädistrasse;4b;3784;Feutersoey;BE;46.41871690409106;7.26698630010631
Kirchstrasse;5;3806;Bönigen b. Interlaken;BE;46.68479191549574;7.892696974061769
Elfenweg;9;3400;Burgdorf;BE;47.05157740759175;7.625961006530557
Vorackerweg;33;3073;Gümligen;BE;46.93607499023627;7.510243942744426
Schüpfenried;36;3043;Uettligen;BE;46.9886095047109;7.373615050992489
Route d'Orvin;14a;2516;Lamboing;BE;47.11749154099655;7.138352070470608
Berchtoldstrasse;9;3012;Bern;BE;46.95592205221536;7.434257612735397
Hegerweg;14;3855;Brienz BE;BE;46.748566465824354;8.051612823656715
Traubenweg;40;3612;Steffisburg;BE;46.76493676768155;7.6354550743569884
Allmend;56;3616;Schwarzenegg;BE;46.80428613474069;7.708868554218124
Steinhof;23;3400;Burgdorf;BE;47.05282539226404;7.61605504083149
Untere Niesenstrasse;9;3627;Heimberg;BE;46.783460075893096;7.606044989252643
Langenthalstrasse;6;3367;Thörigen;BE;47.172929283545244;7.729429708212898
Lubsengartenweg;37;3656;Aeschlen ob Gunten;BE;46.722530630302984;7.703162620738327
Mattenstrasse;23;3600;Thun;BE;46.74919412720568;7.619431780135148
Oltenstrasse;10;4536;Attiswil;BE;47.247115011253676;7.6151121545209115
Mäuseboden;2;3150;Schwarzenburg;BE;46.82680978867355;7.35621232292578
Brienzer Rothorn;494d;3855;Brienz BE;BE;46.78754235725174;8.04021644403472
Sahlisweg;30;3145;Niederscherli;BE;46.883942822714985;7.376131286704864
Schlötteren;187;3618;Süderen;BE;46.81040761775409;7.76889271954158
Allmendingenstrasse;26;3608;Thun;BE;46.74296081613007;7.594548671687019
Wiesenstrasse;3;2558;Aegerten;BE;47.119987547568165;7.292819424202791
Mühleschlucht;289f;3863;Gadmen;BE;46.73705337003605;8.351603350448187
Oberstrasse;19;3360;Herzogenbuchsee;BE;47.186307948105814;7.701781639679201
Rue du Collège;22;2605;Sonceboz-Sombeval;BE;47.197733437094364;7.1744021898472115
Grand'Rue;16;2606;Corgémont;BE;47.19426769980468;7.143765130198537
Zihlmattweg;13;2552;Orpund;BE;47.13294909983999;7.299993762718135
Kirchdorfstrasse;26;3629;Jaberg;BE;46.81769103220987;7.568595979312722
Vorstadt;6;3380;Wangen an der Aare;BE;47.234580570666125;7.655084823898032
Mont-Crosin;80;2610;Mont-Crosin;BE;47.1867833844777;7.01686529521301
Lüscherzstrasse;43;3234;Vinelz;BE;47.03715228775345;7.116765073219062
Ufem Stutz;244a;3625;Heiligenschwendi;BE;46.75027258094351;7.678746651654464
Eichholz;850;3123;Belp;BE;46.9062775479484;7.503930925579609
Neumattstrasse;10;3700;Spiez;BE;46.6863241589523;7.669705128079565
Laupenackerstrasse;42;3302;Moosseedorf;BE;47.01139934219712;7.472494906783012
Eggstrasse;4;3086;Englisberg;BE;46.893377918561725;7.450797550742104
Tierparkweg;3t;3005;Bern;BE;46.934504054573964;7.451265761153812
Buchholzweg;12;3098;Schliern b. Köniz;BE;46.91335524301461;7.420084784447833
Mühlestrasse;5;3507;Biglen;BE;46.925548966829005;7.6299747427973985
Chemin de la Doux;5;2612;Cormoret;BE;47.17024267384189;7.047570822059916
La Basse-Ferrière;28;2333;La Ferrière;BE;47.151845852610464;6.894738778980245
Hahnenmoosweg;35e;3775;Lenk im Simmental;BE;46.4536571339349;7.494295531134302
Stutz;1;3132;Riggisberg;BE;46.81060356035752;7.442355821778598
Lauenenstrasse;96;3782;Lauenen b. Gstaad;BE;46.441849773044176;7.3115332503965265
Theodor-Kocher-Strasse / Rue Theodor-Kocher;8;2502;Biel/Bienne;BE;47.1346905768115;7.242360880091999
Murifeldweg;21;3006;Bern;BE;46.94034718424279;7.471111742902148
