STN_LABEL;ADR_NUMBER;zip;place;COM_CANTON;lat;long
Pentaweg;24;2552;Orpund;BE;47.14264165757647;7.304266186290745
Dorfstrasse;55;3257;Grossaffoltern;BE;47.06686849112969;7.362539472298329
Grindelwaldstrasse;67a;3818;Grindelwald;BE;46.62865929829005;8.008781622115945
Ürbach;304;3862;Innertkirchen;BE;46.67706648982398;8.207810924948118
Safnernweg / Chemin de Safnern;49;2504;Biel/Bienne;BE;47.14390716996029;7.281007301596255
Riedernstrasse;42a;3027;Bern;BE;46.95261721443444;7.369048366150939
Nidaustrasse;18;3270;Aarberg;BE;47.047135761076326;7.2719239576558685
Zehntenvorsass;19;1738;Sangernboden;BE;46.7195082128523;7.397422349174224
Schlatti;1371;3855;Brienz BE;BE;46.72781788130715;8.047400310632156
Worbstrasse;62;3113;Rubigen;BE;46.90074546893609;7.5508157250076335
Emmit;19;3754;Diemtigen;BE;46.63578093982538;7.563930135797385
Interlakenstrasse;115;3705;Faulensee;BE;46.66651044961203;7.7239268167354815
Beundenstrasse;5;3380;Wangen an der Aare;BE;47.23168842163602;7.652867886393186
La Chaux-d'Abel;96c;2333;La Ferrière;BE;47.15626117891361;6.905981719115387
Büüne;11;3049;Säriswil;BE;46.993712061528576;7.339572315725557
Richtstattstrasse;5a;3653;Oberhofen am Thunersee;BE;46.730198602539716;7.672495804520558
Halteweidli;1339d;3823;Wengen;BE;46.60418896447659;7.925786663639702
Schützenrain;11;3042;Ortschwaben;BE;46.99752517655151;7.395520963438785
Rochette;9;2504;Biel/Bienne;BE;47.15455552156727;7.2674467638848075
Bernstrasse;38;3250;Lyss;BE;47.067969982865336;7.315829200794283
Rue Paul-Charmillot;10;2610;St-Imier;BE;47.15407398127481;6.996698444833539
Acherestrasse;23;3718;Kandersteg;BE;46.49749661535342;7.678880547249376
Arvenweg;20;3661;Uetendorf;BE;46.772085498121875;7.567596463143859
Grat;332d;3534;Signau;BE;46.905217924426594;7.725819984389322
Schürli;1;3157;Milken;BE;46.791274629123095;7.351630950239375
Schlossgraben;9;3076;Worb;BE;46.93120637594952;7.5652575570294305
Solecht;38;3303;Jegenstorf;BE;47.056447113312;7.510731730014882
Bahnhofstrasse;179e;3762;Erlenbach im Simmental;BE;46.65966623088065;7.553271679488162
Erlenweg;1;3604;Thun;BE;46.73770359773812;7.621526157594227
Rybiweg;9;3507;Biglen;BE;46.92685238022983;7.625042395553568
Stäublereweid;110;4954;Wyssachen;BE;47.074330303501746;7.823312899111711
Bethesda;9;3233;Tschugg;BE;47.026596086540664;7.073220643406565
Moosstrasse;46m;3126;Kaufdorf;BE;46.836241002521284;7.502510136674761
Kastanienweg;14;3123;Belp;BE;46.88544694044831;7.4994976408400795
Kistlerstrasse;3;3065;Bolligen;BE;46.973843965050186;7.49729653545942
Ey;17;3294;Büren an der Aare;BE;47.14404592202896;7.364339922017449
Lauenenstrasse;199;3780;Gstaad;BE;46.45601357386554;7.307764154372957
Route de La Neuveville;35a;2515;Prêles;BE;47.09011220591169;7.125427961677286
Dorfstrasse;16c;3510;Freimettigen;BE;46.86845891745719;7.628172448274683
Grasweg;18;4911;Schwarzhäusern;BE;47.25292955369329;7.765968366588139
Krattigstrasse;106a;3700;Spiez;BE;46.67277351131937;7.69250404639095
Burgweg;3;2513;Twann;BE;47.09545942311495;7.158259818668452
Friedheimweg;26;3007;Bern;BE;46.93507133438682;7.437805375497186
Rue des Planches;1;2613;Villeret;BE;47.158241492165374;7.014123790758256
Nünenenweg;4a;3612;Steffisburg;BE;46.77211568166253;7.6298121183950585
Oberdorfstrasse;47;3855;Brienz BE;BE;46.756229806706216;8.027864792961873
Effingerstrasse;77;3008;Bern;BE;46.94547799976102;7.4262070473768045
Place de la Liberté;1;2520;La Neuveville;BE;47.062846398857;7.0935080574459946
Rebenweg;13;3293;Dotzigen;BE;47.12092384676677;7.344974686834196
Schlüsselmattenweg;5a;3700;Spiez;BE;46.686830947774205;7.672635381718021
Grossackerstrasse;4a;3018;Bern;BE;46.94058091314044;7.38402329603723
Panoramaweg;2a;3615;Heimenschwand;BE;46.815704524528996;7.703645109731833
Alte Frutigenstrasse;24;3711;Mülenen;BE;46.63517971751923;7.693098481513949
Murgenthalstrasse;17;4900;Langenthal;BE;47.21885581677701;7.788071703114329
Holzstrasse;3;3366;Bettenhausen;BE;47.17349610862649;7.710939206455371
Hühnerbühlstrasse;5;3065;Bolligen;BE;46.974346968546854;7.498716392843584
Rue de la Fourchaux;3f;2610;St-Imier;BE;47.14908334530641;6.985572106866903
Längackerweg;65;2557;Studen BE;BE;47.11242952700347;7.305646966690644
Unterdorfstrasse;8;3255;Rapperswil BE;BE;47.066214524747714;7.4050086210726365
Wolfisbergstrasse;3;4704;Niederbipp;BE;47.270602452647395;7.678646961755358
Mühlebachweg;15;3053;Münchenbuchsee;BE;47.02190013968961;7.455927978327949
Waldrain;4a;3112;Allmendingen b. Bern;BE;46.920708090322115;7.5150682188352755
Büetigenstrasse;35c;2557;Studen BE;BE;47.111909703202244;7.307268867338071
Bachsgraben;110;3503;Gysenstein;BE;46.88752866233219;7.592197011789399
Hofweg;14;3426;Aefligen;BE;47.09290083234969;7.557813531065667
Ürbach;284;3862;Innertkirchen;BE;46.68188670113035;8.20804947998148
Lengwald;296b;3824;Stechelberg;BE;46.554960216578834;7.9030715287057145
Loch;1;3632;Oberstocken;BE;46.71783652118477;7.556834188100385
Schächlihubel;124a;3537;Eggiwil;BE;46.8643003804929;7.806862949538927
Ancienne Route du Château;2;2520;La Neuveville;BE;47.06648687076415;7.08677061976621
Pfandersmatt;2;3664;Burgistein;BE;46.788438140791705;7.519283215474401
Steinbachstrasse;49d;3123;Belp;BE;46.89876501347106;7.488843217622861
Hintere Gasse;52;2554;Meinisberg;BE;47.16313615427863;7.356044045505246
St. Urbanstrasse;66;4914;Roggwil BE;BE;47.23375896721056;7.833068681875065
Affolternstrasse;16;3462;Weier im Emmental;BE;47.06195996599407;7.746284023668525
Alter Eggstutz;1a;3634;Thierachern;BE;46.75376419608155;7.573350938010623
Buchiackerweg;11;4922;Bützberg;BE;47.21416202765591;7.746497775129527
Quellgasse;20;3427;Utzenstorf;BE;47.12576819780213;7.557807074390467
Glauistrasse;36;3775;Lenk im Simmental;BE;46.43636274585019;7.441425847919057
Scheyenholzstrasse;55;3075;Rüfenacht BE;BE;46.9357410994274;7.52500429219971
Dorfrain;12;2575;Täuffelen;BE;47.06554991669369;7.201477179014842
Ahornweg;84;3095;Spiegel b. Bern;BE;46.92221681634417;7.43023033246898
Mattenweg;36;3322;Urtenen-Schönbühl;BE;47.022850257914605;7.495257847164442
Gotthardweg;11;3008;Bern;BE;46.93654550346875;7.424029266554896
Galgenzelg;7;3150;Schwarzenburg;BE;46.81785559504786;7.351141991561457
Chemin de la Ciblerie;1a;2710;Tavannes;BE;47.21627060916492;7.198495127519221
Emile-Ganguillet-Weg / Chemin Emile-Ganguillet;7;2503;Biel/Bienne;BE;47.12625235675606;7.252500397390138
Hauptstrasse;19;3752;Wimmis;BE;46.677221600896104;7.64070428877749
Clos du Moulin;5a;2742;Perrefitte;BE;47.27492945104645;7.342917482267612
Kappelenacker;27;3234;Vinelz;BE;47.03371884158815;7.117719860678355
Firschlachteni;32;3863;Gadmen;BE;46.71884246719465;8.297508799807481
Hore;76c;3716;Kandergrund;BE;46.548679579217826;7.643081752054566
Hochstrasse;16;3360;Herzogenbuchsee;BE;47.18499627458007;7.705020850817019
Gässli;12;3775;Lenk im Simmental;BE;46.45806917011892;7.441634854667968
Hauptstrasse;19;4952;Eriswil;BE;47.08082175401505;7.850169684442085
Logengasse / Rue de la Loge;25;2502;Biel/Bienne;BE;47.1405167964957;7.251633186108865
Aarehalde;17;3047;Bremgarten b. Bern;BE;46.98108158000689;7.441300012400786
Glückeli;64;6197;Schangnau;BE;46.82860860866175;7.856082842706952
Hechtenweg;19;2560;Nidau;BE;47.12406292746744;7.2448776304317475
Chemin des Martinets;6;2735;Malleray;BE;47.242528345529585;7.270465099596603
Freiburgstrasse;405;3018;Bern;BE;46.93548493947747;7.393733343579434
Lindenweg;2a;3052;Zollikofen;BE;46.99666942564951;7.452186462211506
Chemin des Côtes Bugnot;15;2520;La Neuveville;BE;47.069046640311164;7.100419211724185
Route du Château;3;2520;La Neuveville;BE;47.06437103359668;7.092010673446224
Aegertenstrasse;3;3775;Lenk im Simmental;BE;46.457421496469046;7.440918926098987
La Chaux-d'Abel;97d;2333;La Ferrière;BE;47.151684075696316;6.900489392697716
Spychergasse;10;3425;Willadingen;BE;47.14641046660479;7.614860795558333
Dörflistrasse;1;3362;Niederönz;BE;47.18855775581401;7.689152292701573
Luterbach;208g;3822;Lauterbrunnen;BE;46.59033186547673;7.911712960569485
Subergstrasse;43;3257;Grossaffoltern;BE;47.061506775654316;7.349239185667424
Mösliweg;16;3700;Spiez;BE;46.690145156440224;7.683683011889435
Chäser;125;4954;Wyssachen;BE;47.08437459046781;7.826940493980124
Höheweg;3;3052;Zollikofen;BE;47.000402229379105;7.453567900147985
Wyderrain;11;3012;Bern;BE;46.956587421600986;7.430053557151648
Marbach;12a;3615;Heimenschwand;BE;46.82418806548743;7.678747515302233
Kalchackerstrasse;79;3047;Bremgarten b. Bern;BE;46.97487436470614;7.427960740472485
Kurzeneistrasse;29;3457;Wasen im Emmental;BE;47.03797727382974;7.799526915519586
Blatterliweg;17;3782;Lauenen b. Gstaad;BE;46.42149932973724;7.326254139266949
Mettli;262;3854;Oberried am Brienzersee;BE;46.734506040733365;7.9532208916545635
Lutertalstrasse;32;3065;Bolligen;BE;46.977434240057256;7.494829592790914
Chartreusestrasse;10a;3626;Hünibach;BE;46.74642289662647;7.646341001759327
Brüggliweg;9;3113;Rubigen;BE;46.89435652224015;7.543716477330386
Kalcheggweg;23;3006;Bern;BE;46.93936833755726;7.46450514059968
Bollholzweg;18a;3112;Allmendingen b. Bern;BE;46.90872051501251;7.535041927542579
Schulgässli;42;3812;Wilderswil;BE;46.66292786058474;7.865936780718588
Vispelen;239;3765;Oberwil im Simmental;BE;46.66049332204371;7.466911062238833
Forsthausweg;15;3122;Kehrsatz;BE;46.911796582886794;7.4703861566274385
Hausmattstrasse;18;4900;Langenthal;BE;47.21266279662014;7.774487526454708
Burgweg;47;3852;Ringgenberg BE;BE;46.697546250303404;7.890803697918581
Beundenrain;31b;4932;Lotzwil;BE;47.19313772956008;7.7946206364642965
Rue de l'Ouest;18;2720;Tramelan;BE;47.21920866540783;7.091782097714243
Buechwaldstrasse;16a;3627;Heimberg;BE;46.796953397563755;7.605903326507187
Längemätteli;343;3765;Oberwil im Simmental;BE;46.64655238937795;7.423342133247656
Sonnhaldeweg;36;3110;Münsingen;BE;46.881314898498;7.568683074866749
Planetenweg;4;3472;Wynigen;BE;47.10449806198015;7.6689074465762985
Riedgasse;36a;4912;Aarwangen;BE;47.24364870874493;7.771683622496315
Chisemattweg;2;3672;Oberdiessbach;BE;46.837551243170076;7.616738418843556
Grabenstrasse;8c;4913;Bannwil;BE;47.23451424672949;7.730252591875785
La Fiose;7;2732;Reconvilier;BE;47.23355921195867;7.216759737052628
Beundengasse;9;3250;Lyss;BE;47.07286396256368;7.300729653413914
Stockentalstrasse;15b;3647;Reutigen;BE;46.69181937993937;7.625986186088395
Sonnrain;4;3414;Oberburg;BE;47.040441819835245;7.620172213102653
Beim Schulhaus;434c;3822;Lauterbrunnen;BE;46.59386076392427;7.906732768187352
Hof;697;3454;Sumiswald;BE;47.03637569721126;7.711534426356479
Bielstrasse;43;2555;Brügg BE;BE;47.124971574524906;7.273630554141417
Löhrstrasse;13i;3268;Lobsigen;BE;47.02625691593731;7.297574881687758
Ringstrasse;1;3072;Ostermundigen;BE;46.95421503063381;7.479790233615345
Dammweg;30b;3073;Gümligen;BE;46.93989642280321;7.496879181859639
Schönebodestrasse;23;3785;Gsteig b. Gstaad;BE;46.37360942402317;7.237770965384291
Gerberngasse;37;3011;Bern;BE;46.94721360146569;7.456496325831038
Stoffelberg;312;3707;Därligen;BE;46.65450993257982;7.79744043292328
Tannerstutz;5;3452;Grünenmatt;BE;47.00865537974905;7.721624795565248
Alleestrasse;17;3613;Steffisburg;BE;46.76245766556565;7.6224213432840005
Buchholzstrasse;35;3604;Thun;BE;46.74051190661649;7.614679184011516
Dürrewaldmeder;99g;3772;St. Stephan;BE;46.470610519135136;7.398175888838508
Hubelweg;17a;3206;Biberen;BE;46.93755798491658;7.210160805967104
Bützbergweg;4;4917;Melchnau;BE;47.18949640415622;7.848325971650082
Dorfstrasse;62;3473;Alchenstorf;BE;47.124385166582385;7.640434403011856
Grüneckweg;4;3006;Bern;BE;46.944352789274404;7.458688881915648
Lueghubel;53c;3617;Fahrni b. Thun;BE;46.796285989812226;7.645589392555237
Salzmannseggstrasse;1;3818;Grindelwald;BE;46.62703413119477;8.025896155551308
Weidgasse;8c;4900;Langenthal;BE;47.20936020634744;7.7750080135419495
Eystrasse;18;3455;Grünen;BE;47.025226399677855;7.745403008743921
Rue du Château;18;2740;Moutier;BE;47.28041132345334;7.374549543103762
Allmenweg;10;3272;Walperswil;BE;47.05841583299586;7.233467403145317
Florastrasse;26;3600;Thun;BE;46.75415228419339;7.618375100631227
Buchenweg;2;3380;Wangen an der Aare;BE;47.2333377705004;7.660639366375068
Stockweg;12a;2557;Studen BE;BE;47.11797529219155;7.294867393861971
Mattenstrasse / Rue des Prés;12;2503;Biel/Bienne;BE;47.13292717629665;7.247428809765696
Wilkerstrasse;24;3097;Liebefeld;BE;46.93430519355937;7.420668119074248
Bottigenstrasse;50;3018;Bern;BE;46.9394929568842;7.384983151739397
Kanalweg;6a;3270;Aarberg;BE;47.04375719506776;7.268250044685904
Treitengasse;4;3225;Müntschemier;BE;46.9961595909832;7.146185539565617
Worbenstrasse;7;2557;Studen BE;BE;47.1097444092776;7.301727512799099
Obermattenweg;384d;3762;Erlenbach im Simmental;BE;46.66217680843526;7.552440754676026
Schulhausstrasse;8;4923;Wynau;BE;47.257252823684944;7.8142831914900235
Muriweg;3;3852;Ringgenberg BE;BE;46.70466556626285;7.894380789835586
Schwendi;10;3156;Riffenmatt;BE;46.7709830466943;7.354334890411186
Junkerngasse;45;3011;Bern;BE;46.94764571145221;7.454000758797426
Hinteregg;173;3856;Brienzwiler;BE;46.763939536999;8.112424665081525
Pfaffenbühlweg;15;3604;Thun;BE;46.73629192768713;7.626702582537056
Im obersten Breitenboden;1617;3860;Meiringen;BE;46.68921378068359;8.107453205396848
Därnisfluh;594b;6086;Hasliberg Reuti;BE;46.72609717416232;8.219302190397546
Kohlerenweg;4;3626;Hünibach;BE;46.74850438256274;7.6493327752559575
Erlachstrasse;9a;3012;Bern;BE;46.9512625146327;7.4334436327676645
Rue de la Printanière;9;2720;Tramelan;BE;47.22574022353056;7.101299111567647
Lindenpark;14;3427;Utzenstorf;BE;47.131292979936056;7.555908126722592
Hubel;6;3207;Wileroltigen;BE;46.97224275810082;7.238489832550652
Stigliweg;10;3250;Lyss;BE;47.070697418198165;7.301762176446864
Grönweg;11;3658;Merligen;BE;46.69704420938351;7.740339184042631
Stiglimattstrasse;43b;3250;Lyss;BE;47.06954053589625;7.297236327799896
Hausmattstrasse;44;4900;Langenthal;BE;47.21137507131222;7.774994263397547
Melchenbühlweg;24;3006;Bern;BE;46.946515029389005;7.480165382674786
Hertigässli;55;3800;Matten b. Interlaken;BE;46.676226960071176;7.869779706178532
Gibliz;385a;3661;Uetendorf;BE;46.763752514092246;7.562340478203162
Champ de la Pierre;3;2605;Sonceboz-Sombeval;BE;47.19865592403648;7.1650408995522
Lenkstrasse;53;3775;Lenk im Simmental;BE;46.474683926445756;7.4335106419105195
Balzenberg;491;3762;Erlenbach im Simmental;BE;46.66518092289035;7.521309450397826
Fichtenweg;6;3075;Rüfenacht BE;BE;46.93503947455167;7.525003176195956
Räbgässli;48;3634;Thierachern;BE;46.75514262342139;7.579087067590199
Alte Lützelflühstrasse;22;3415;Rüegsauschachen;BE;47.01568223252528;7.659202842835725
Dörfli;14;3636;Forst b. Längenbühl;BE;46.762727387932465;7.521915581914928
Aarmatt;10a;3273;Kappelen;BE;47.05196163130145;7.262959459075506
Spielgasse;11;3115;Gerzensee;BE;46.840159625992705;7.543939299280461
Tierparkweg;3q;3005;Bern;BE;46.935628634876814;7.449335551767755
Rittweg;23a;3818;Grindelwald;BE;46.617172461287396;7.9995610698211275
Paradiesliweg;5;3036;Detligen;BE;46.99806744182199;7.278046364512063
Stöckliweg;6;3604;Thun;BE;46.73950517623271;7.625562293528185
Alpenstrasse;5;3806;Bönigen b. Interlaken;BE;46.68425520753277;7.891934326896502
Chaletweg;2b;3700;Spiez;BE;46.68123414641248;7.677747909084305
Dorf;105;4944;Auswil;BE;47.134925036664264;7.835281242365163
Wiesenstrasse;2;3014;Bern;BE;46.96130851327666;7.459680313754856
Emmentalstrasse;103;3510;Konolfingen;BE;46.888405865350464;7.641428882215754
Gurtenfeldstrasse;10;3053;Münchenbuchsee;BE;47.02231436338;7.452376639988722
Rue du Chalet;1;2720;Tramelan;BE;47.223814676201954;7.092016170440104
Solothurnstrasse / Route de Soleure;63;2504;Biel/Bienne;BE;47.156531136634094;7.27133045583213
Garbenweg;22;3027;Bern;BE;46.94998607221513;7.396019734178347
Wegmühlegässli;54;3072;Ostermundigen;BE;46.96076582312153;7.495679577966245
Stafelzaun;907b;3825;Mürren;BE;46.56084241391725;7.885333269491971
Hintere Hardaustrasse;12a;4900;Langenthal;BE;47.22194330704584;7.787312878108918
Schüpberg;130;3054;Schüpfen;BE;47.02349338803359;7.394065850259423
Eigenstrasse;30;3367;Thörigen;BE;47.17902849698749;7.725544688392931
Juraweg;16a;3273;Kappelen;BE;47.0813623524783;7.272356701073102
Hauptstrasse;25;3805;Goldswil b. Interlaken;BE;46.69636158450234;7.8762420897208365
Solothurnstrasse;10;2542;Pieterlen;BE;47.17487851584875;7.338824478674723
Obermad;336;3863;Gadmen;BE;46.738394058501854;8.36052396165462
Passerellenweg / Chemin de la Passerelle;40;2503;Biel/Bienne;BE;47.13322543019269;7.25940915465585
Habkernstrasse;8;3800;Unterseen;BE;46.70457755601577;7.84373561213408
Byfanggasse;17a;3772;St. Stephan;BE;46.510038566494266;7.398992623603862
Lüscherzstrasse;113;3234;Vinelz;BE;47.0395366768008;7.126750720909713
Chalbermoos;4;3636;Längenbühl;BE;46.75521923999756;7.529796402688804
Kreuzweg;9;3818;Grindelwald;BE;46.62513011166066;8.033970966045576
Centralstrasse;18b;3800;Interlaken;BE;46.6839620619533;7.855554472159631
Chemin des Pins;4;2606;Corgémont;BE;47.189492999181056;7.144358934828168
Ahornweg;78;3322;Mattstetten;BE;47.03161208685139;7.51038302790112
Hauptstrasse;45;2562;Port;BE;47.11683458806562;7.2469858686293875
Seftaurain;11a;3047;Bremgarten b. Bern;BE;46.9725272209603;7.43873717178537
Dorfstrasse;37;3256;Dieterswil;BE;47.054723388795985;7.426403520385986
Oberdorf;6;3412;Heimiswil;BE;47.064846315859896;7.6607076303047705
Solothurnstrasse;61;3296;Arch;BE;47.17414007763194;7.442849542735982
Gummenacher;10b;2562;Port;BE;47.11446940670597;7.247271081193528
Bei der Buche;364;3822;Lauterbrunnen;BE;46.57900603328325;7.909591925037995
Lammi;186;3813;Saxeten;BE;46.64088533825758;7.8317914971584734
Dörfli;147;3625;Heiligenschwendi;BE;46.75476770971541;7.671293171295235
Stoossstrasse;10;3008;Bern;BE;46.942516687899506;7.414820585261548
Gubiweg;7;3706;Leissigen;BE;46.653233475674696;7.7734468803342995
Rue des Prés;17;2720;Tramelan;BE;47.22218335392453;7.093914803343448
Hinteres Grafenmoos;3;3270;Aarberg;BE;47.03294355597951;7.279598948102115
Schulhaus;13;2827;Schelten;BE;47.334287657444754;7.551892429243323
Freiburgstrasse;584a;3172;Niederwangen b. Bern;BE;46.92346712622592;7.3746928854772476
Mühlematte;1b;3535;Schüpbach;BE;46.92988482015896;7.735707797401871
Treitengasse;7;3225;Müntschemier;BE;46.99656362659936;7.145894087957558
Römerstrasse;28;2563;Ipsach;BE;47.11421385396933;7.229747653449503
Bernstrasse;4;4922;Bützberg;BE;47.216335437590914;7.747737996806489
Les Moulins;1a;2516;Lamboing;BE;47.11304786326308;7.138284847993207
Bahnhofstrasse;1c;3232;Ins;BE;47.00522109797866;7.104754538444243
Bernstrasse;222;3613;Steffisburg;BE;46.782041240819716;7.610479782049911
Kästanne;138a;3764;Weissenburg;BE;46.646476188970404;7.474623616238555
Rue Champs Bruants;7;2710;Tavannes;BE;47.22074081442098;7.207162191762199
Dorf;118a;4954;Wyssachen;BE;47.07846854729572;7.828504217317327
Liitiger;1292a;3855;Brienz BE;BE;46.73056649985938;8.046476258176352
Fermel;9;3773;Matten (St. Stephan);BE;46.519158280109146;7.443852496693143
Gmeisstrasse;63c;3532;Mirchel;BE;46.89044459071819;7.653101415773547
Wydimatt;137;3513;Bigenthal;BE;46.97611829978927;7.619890034414798
Stationsstrasse;38;3645;Gwatt (Thun);BE;46.72705808082243;7.618285246154251
Bern-Zürichstrasse;14f;3425;Koppigen;BE;47.12658230173875;7.6112242744879515
Gerbergasse;5;3506;Grosshöchstetten;BE;46.9056911824758;7.638356922541758
Dorf;9;4933;Rütschelen;BE;47.1750174380523;7.775227851767025
Haselweg;2;2553;Safnern;BE;47.15755220914024;7.317797728222889
Pestalozziweg;13;3047;Bremgarten b. Bern;BE;46.9764490934692;7.438145705073394
Forellenweg;27;3110;Münsingen;BE;46.87456355383269;7.547337906165729
Grassiweg;40c;3714;Frutigen;BE;46.58355369395109;7.644113274714505
Dorf;230;3766;Boltigen;BE;46.62994722420844;7.39290889079219
Simplongasse;4;3714;Frutigen;BE;46.586262950356684;7.648194348687224
Weltpoststrasse;5a;3015;Bern;BE;46.93966240103268;7.475038205891764
Insstrasse;1;3236;Gampelen;BE;47.01478135922657;7.05817670990075
Gutenbergstrasse;41;3011;Bern;BE;46.943139885711176;7.433759781775754
Hofstrasse;25d;4912;Aarwangen;BE;47.240805306180015;7.784292325246185
Emmenstrasse;31;3415;Hasle b. Burgdorf;BE;47.01898154968919;7.65062757506173
Rugenparkstrasse;12a;3800;Interlaken;BE;46.680613649384746;7.8511631256112215
Grubenstrasse;1;3322;Urtenen-Schönbühl;BE;47.01929337719961;7.502659200162825
Hauptstrasse;93;3646;Einigen;BE;46.71177439388227;7.640126948247102
Hauptstrasse;114b;2552;Orpund;BE;47.14083507009005;7.2979430437294495
Steinweg;16;3283;Kallnach;BE;47.01470968633794;7.228979681188122
Wassermattweg;39;3176;Neuenegg;BE;46.89366785805703;7.304801202249177
Schulstrasse;7a;2558;Aegerten;BE;47.120474534076365;7.286888113651318
Rosenweg;5a;3073;Gümligen;BE;46.9287975668418;7.510733334243157
Sägemoos;12;3632;Niederstocken;BE;46.70890799138032;7.584642954339557
Oltenstrasse;10b;4538;Oberbipp;BE;47.26334902269361;7.676130421454328
Dorf;9;3053;Deisswil b. Münchenbuchsee;BE;47.03547357249175;7.456511016165093
Bannholzrain;7;3326;Krauchthal;BE;47.01326966870238;7.564752854656547
Bielstrasse;47;3232;Ins;BE;47.007756364395235;7.1136413398243326
Rainstrasse;7;2553;Safnern;BE;47.1504391790398;7.3195675426719
Haldenstrasse;42g;4900;Langenthal;BE;47.20800746499299;7.779276129875626
Oberfeldweg;2;4704;Niederbipp;BE;47.26511252645358;7.692787217077335
Konsumweg;10;2542;Pieterlen;BE;47.173751866150674;7.336228006338188
Haltenstrasse;41;3145;Niederscherli;BE;46.88351005373556;7.392714985749028
Steinweg;9;3250;Lyss;BE;47.07963110950333;7.303174462759821
Rüderswilstrasse;17;3436;Zollbrück;BE;46.975063689623966;7.737323879137982
Elfenstrasse;18a;3006;Bern;BE;46.938712184127226;7.462114612807075
Pré Rond;3;2735;Malleray;BE;47.239650467998935;7.270738357767534
Bernstrasse;1;3150;Schwarzenburg;BE;46.81830604255214;7.340985866356113
Fischermättelistrasse;13a;3008;Bern;BE;46.94114950424762;7.415215226466068
Spitalstrasse;52;4950;Huttwil;BE;47.117066523268726;7.838891481515655
Kirchbühlacker;11;3043;Uettligen;BE;46.9836293830365;7.379378286716054
Dorfmatte;408;3113;Rubigen;BE;46.89564404171534;7.542393591313614
Bahnweg;2c;3645;Gwatt (Thun);BE;46.718609497860726;7.625058597042197
Grundeystrasse;54;3862;Innertkirchen;BE;46.6984243448616;8.23253966232765
Wendschatzstrasse;3;3006;Bern;BE;46.93722640937024;7.46902180629028
Donnerbühlweg;37;3012;Bern;BE;46.95131633347491;7.431065978474662
Utzenstorfstrasse;18b;3426;Aefligen;BE;47.09656065582454;7.558888530748535
Dorf;22e;3324;Mötschwil;BE;47.048112833875614;7.568058417924187
Feldstrasse;30;4900;Langenthal;BE;47.207688006050574;7.7808448194751065
Blattnerweg;1;3400;Burgdorf;BE;47.06067851025361;7.609788982022905
Mittelgässli;29;3792;Saanen;BE;46.48931889066985;7.258152319918726
Rue de la Combe-Aubert;16a;2720;Tramelan;BE;47.22479763021607;7.108118117027956
Mittelstrasse;54;3012;Bern;BE;46.956389884915666;7.436569752072155
Oberdorfweg;6;3360;Herzogenbuchsee;BE;47.18702258762304;7.711654393896344
Bollstrasse;131a;3076;Worb;BE;46.94293035454617;7.553582476724355
Adelbodenstrasse;327b;3725;Achseten;BE;46.51724407618172;7.588142738436098
Alpinastrasse;43;3780;Gstaad;BE;46.47589859048469;7.28978598741335
Gampelengasse;18c;3232;Ins;BE;47.006319188691776;7.101920482435381
Schönbergweg;17a;3006;Bern;BE;46.951520916435804;7.464090422585337
Bünde;180;3635;Uebeschi;BE;46.738584025995515;7.552914764057968
Mööslimatt;4;3037;Herrenschwanden;BE;46.97705045379052;7.422177579100922
Wart;2a;3636;Forst b. Längenbühl;BE;46.7633048530796;7.519442389517404
Bözingenstrasse / Rue de Boujean;26a;2502;Biel/Bienne;BE;47.14617935594804;7.25459288839819
Sonnige Lauenenstrasse;80;3782;Lauenen b. Gstaad;BE;46.43090842651282;7.345567449451971
Steineggstrasse;17;3770;Zweisimmen;BE;46.57011649253423;7.372390824523907
Erlenweg;4;3362;Niederönz;BE;47.18125087658377;7.6822051795850745
Willadingenstrasse;11c;3429;Höchstetten;BE;47.14542903484551;7.626894463603105
Aarwangenstrasse;23;4922;Bützberg;BE;47.219112464342956;7.755239628697927
Aarbergstrasse;39;3294;Büren an der Aare;BE;47.13831633462891;7.364519348118911
Talackerstrasse;28;3604;Thun;BE;46.74616093477978;7.6205208993039655
Speichhüsli;23;3313;Büren zum Hof;BE;47.09395239061991;7.516471514155742
Brausmatt;26e;4955;Gondiswil;BE;47.15158526022055;7.8650456044683805
Rinderwaldstrasse;43c;3725;Achseten;BE;46.52723039331527;7.580141673772309
Gantrischweg;9;3506;Grosshöchstetten;BE;46.90372846560874;7.639360255373481
Bielstrasse;12;2542;Pieterlen;BE;47.17471794699371;7.33043525408316
Gebhartstrasse;19;3097;Liebefeld;BE;46.93190462862646;7.429900359675321
Laueli;681;3454;Sumiswald;BE;47.041484155456445;7.747416898255514
Les Oeuches;15;2517;Diesse;BE;47.11374613268592;7.12040088930946
Rotholzstrasse;13a;3266;Wiler b. Seedorf;BE;47.048500402869955;7.303977507046735
Paradiesweg;15;3076;Worb;BE;46.92759591782756;7.568295360560273
Oberdorfstrasse;48h;3296;Arch;BE;47.16187998982271;7.431731393210526
Blümlisalpstrasse;35;3628;Uttigen;BE;46.79212903603569;7.581330858369675
Amisbühlstrasse;85;3803;Beatenberg;BE;46.7024526117992;7.818117406547679
Eisengasse;9;3065;Bolligen;BE;46.97181265412441;7.49404847511195
Thunstrasse;31b;3661;Uetendorf;BE;46.76909844231346;7.583194747464633
