type_search,place_search,street,PLZ,price,features,availability,object_type,number_of_rooms,number_of_floors,living_area,land_area,volume,construction_year,last_rennovation,number_of_appartments,height_rooms
haus,tessin?map=true&pf=800000&pt=1250000,"Zona Scesüra, ",6721 Ludiano, 1270080.– ,"Balkon / Terrasse, Cheminée, Kinderfreundlich, Parkplatz, Neubau",Sofort,Einfamilienhaus,3.5,,350,395,,2019,,,
haus,tessin?map=true&pf=800000&pt=1250000,"Via Vergiò, ",6932 Breganzona, 1244160.– ,"Balkon / Terrasse, Aussicht, Parkplatz, Altbau",Sofort,Einfamilienhaus,3.5,2,200,591,790,1954,1972,,2.7
haus,tessin?map=true&pf=800000&pt=1250000,,6500 Bellinzona, 1101600.– ,"Balkon / Terrasse, Parkplatz, Lift",Nach Vereinbarung,Einfamilienhaus,4.5,,270,526,890,,,,
haus,tessin?map=true&pf=800000&pt=1250000,,6826 Riva San Vitale, 1419120.– ,"Parkplatz, Garage",Nach Vereinbarung,Einfamilienhaus,3.5,,160,423,776,,,,
haus,tessin?map=true&pf=800000&pt=1250000,,6922 Morcote, 1101600.– ,"Balkon / Terrasse, Cheminée",01.09.2024,Einfamilienhaus,2,3,55,59,,1985,2020,,
haus,tessin?map=true&pf=800000&pt=1250000,"Chiggiogna, ",6764 Faido, 1036800.– ,"Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Neubau",Sofort,Villa,3.5,3,190,,,2023,,,
haus,tessin?map=true&pf=800000&pt=1250000,,6874 Castel San Pietro, 1179360.– ,"Balkon / Terrasse, Kabel-TV, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Neubau",Sofort,Reihenfamilienhaus,3.5,2,170,,,,,,
haus,tessin?map=true&pf=800000&pt=1250000,,6864 Arzo, 1166400.– ,"Balkon / Terrasse, Parkplatz, Neubau",Nach Vereinbarung,Einfamilienhaus,3.5,3,250,,,2021,,6,
haus,tessin?map=true&pf=800000&pt=1250000,"Zona Scesüra, ",6721 Ludiano, 1360800.– ,"Balkon / Terrasse, Cheminée, Kinderfreundlich, Parkplatz, Neubau",Sofort,Einfamilienhaus,3.5,,350,282,,2019,,,
haus,tessin?map=true&pf=800000&pt=1250000,,6855 Stabio, 1556280.– ,"Balkon / Terrasse, Kabel-TV, Ruhige Lage, Parkplatz, Neubau",Sofort,Mehrfamilienhaus,,,240,,,2023,,,
haus,tessin?map=true&pf=800000&pt=1250000,,6828 Balerna, 1289520.– ,"Balkon / Terrasse, Kabel-TV, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Neubau, Stromanschluss, Wasseranschluss, Abwasseranschluss",Sofort,Einfamilienhaus,3.5,3,220,,,,,,
haus,tessin?map=true&pf=800000&pt=1250000,"Via Monte Ceneri 11, ",6516 Cugnasco, 1568160.– ,"Parkplatz, Neubau",Nach Vereinbarung,Einfamilienhaus,3.5,,190,389,,2023,,,
