type_search,place_search,street,PLZ,price,features,availability,object_type,number_of_rooms,number_of_floors,living_area,land_area,volume,construction_year,last_rennovation,number_of_appartments,height_rooms
haus,bern?map=false&pf=1500000,"Dorf, ",3159 Riedstätt,auf Anfrage,"Balkon / Terrasse, Keller, Reduit, Geschirrspüler, Kabel-TV, Aussicht, Kinderfreundlich, Parkplatz, Garage, Neubau, Minergie zertifiziert",Sofort,Einfamilienhaus,3.5,3,190 m²,300 m²,,2024,,,
haus,bern?map=false&pf=1500000,"Gaichtstrasse 2, ",2512 Twann-Tüscherz, 3858600.– ,"Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Kabel-TV, Aussicht, Rauchen erlaubt, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau, Minergie Bauweise",Nach Vereinbarung,Terrassenhaus,3.5,3,250 m²,1053 m²,,2024,,,
haus,bern?map=false&pf=1500000,"Räbgässli 1B.2, ",3634 Thierachern, 2020860.– ,"Kinderfreundlich, Garage, Lift, Neubau",Nach Vereinbarung,Einfamilienhaus,3.5,,270 m²,240 m²,,2020,,,
haus,bern?map=false&pf=1500000,,2562 Port, 2681400.– ,"Balkon / Terrasse, Cheminée, Aussicht, Parkplatz, Garage, Neubau",Sofort,Villa,4.5,3,270 m²,,,1984,,,
haus,bern?map=false&pf=1500000,"Waldstrasse 2, ",3853 Niederried b. Interlaken, 2249760.– ,"Balkon / Terrasse, Aussicht, Kinderfreundlich",Sofort,Einfamilienhaus,3.5,,210 m²,383 m²,,2011,2022,,
haus,bern?map=false&pf=1500000,"Wydackerweg 14, ",3054 Schüpfen,auf Anfrage,"Balkon / Terrasse, Cheminée, Kinderfreundlich",01.07.2024,Einfamilienhaus,3.5,,190 m²,884 m²,936 m³,1978,2023,,
haus,bern?map=false&pf=1500000,"Hausenstrasse 37, ",3860 Meiringen,auf Anfrage,"Kabel-TV, Aussicht, Kinderfreundlich, Parkplatz, Swimmingpool",Sofort,Doppeleinfamilienhaus,3.5,,170 m²,219 m²,,1964,2018,,
haus,bern?map=false&pf=1500000,"Zwischenbächen 31, ",3855 Brienz BE, 3008400.– ,"Balkon / Terrasse, Aussicht, Kinderfreundlich, Parkplatz, Garage",Nach Vereinbarung,Einfamilienhaus,4,,280 m²,957 m²,,2007,,2,
haus,bern?map=false&pf=1500000,,4900 Langenthal,auf Anfrage,"Balkon / Terrasse, Cheminée, Kinderfreundlich, Parkplatz, Garage",Nach Vereinbarung,Einfamilienhaus,3.5,2,260 m²,725 m²,,1936,1997,,
haus,bern?map=false&pf=1500000,"Terrassenweg 2, ",3510 Konolfingen, 2890680.– ,"Neubau, Minergie zertifiziert",Nach Vereinbarung,Terrassenhaus,4.5,1,290 m²,,1533 m³,2024,,,
