type_search,place_search,street,PLZ,price,features,availability,object_type,number_of_rooms,number_of_floors,living_area,land_area,volume,construction_year,last_rennovation,number_of_appartments,height_rooms
wohnung,tessin?map=true&pf=600000&pt=700000,,6600 Locarno, 905340.– ,Lift,Nach Vereinbarung,Wohnung,3.5,,73,,,,,,
wohnung,tessin?map=true&pf=600000&pt=700000,"Migiome 2, ",6988 Ponte Tresa, 834390.– ,"Balkon / Terrasse, Aussicht, Lift",Sofort,Möbliertes Wohnobjekt,2.5,,130,,,1978,2023,,
wohnung,tessin?map=true&pf=600000&pt=700000,,6500 Bellinzona, 919800.– ,"Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Kabel-TV, Rollstuhlgängig, Kinderfreundlich, Garage, Lift, Neubau",Sofort,Wohnung,2.5,,130,,,,,,
wohnung,tessin?map=true&pf=600000&pt=700000,,6939 Arosio, 813360.– ,Neubau,Nach Vereinbarung,Wohnung,2.5,,70,,,,,,
wohnung,tessin?map=true&pf=600000&pt=700000,"Via Cantonale, ",6652 Tegna, 854100.– ,"Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Terrassenwohnung,3.5,,140,,,2017,,,
wohnung,tessin?map=true&pf=600000&pt=700000,"Vicolo Fontile 3, ",6648 Minusio, 836360.– ,"Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Kabel-TV, Cheminée, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau, Stromanschluss, Wasseranschluss, Abwasseranschluss",01.06.2026,Wohnung,3.5,,51,,,2024,,,
wohnung,tessin?map=true&pf=600000&pt=700000,"Via Chiossascio, ",6594 Contone, 827820.– ,"Haustiere erlaubt, Rollstuhlgängig, Kinderfreundlich, Parkplatz, Neubau",Nach Vereinbarung,Wohnung,3.5,4,140,891,,2024,,9,
wohnung,tessin?map=true&pf=600000&pt=700000,,6900 Lugano, 913880.– ,"Balkon / Terrasse, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Sofort,Wohnung,2.5,,73,,,2022,,,
wohnung,tessin?map=true&pf=600000&pt=700000,,6863 Besazio, 913230.– ,"Balkon / Terrasse, Kinderfreundlich, Neubau",Nach Vereinbarung,Maisonette / Duplex,3.5,2,150,,,,,,
wohnung,tessin?map=true&pf=600000&pt=700000,"Via Cantonale, ",6652 Tegna, 880380.– ,"Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Terrassenwohnung,3.5,,140,,,2017,,,
