type_search,place_search,street,PLZ,price,features,availability,object_type,number_of_rooms,number_of_floors,living_area,land_area,volume,construction_year,last_rennovation,number_of_appartments,height_rooms
wohnung,tessin?map=true&pf=700000&pt=900000,,6855 Stabio, 1009150.– ,"Balkon / Terrasse, Kabel-TV, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau, Stromanschluss, Wasseranschluss, Abwasseranschluss",Sofort,Wohnung,2.5,,66,,,2023,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Rampighetta, ",6533 Lumino, 985500.– ,"Haustiere erlaubt, Balkon / Terrasse, Mit Gartenhaus, Kabel-TV, Rollstuhlgängig, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,3.5,3,140,,,2024,,5,2.5
wohnung,tessin?map=true&pf=700000&pt=900000,"In Busciurina, ",6528 Bellinzona, 946080.– ,"Balkon / Terrasse, Kabel-TV, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,3.5,,160,,,2024,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6600 Locarno, 998770.– ,"Balkon / Terrasse, Kabel-TV, Garage, Lift, Neubau",Sofort,Wohnung,2.5,,140,,,,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6987 Caslano, 1031490.– ,"Balkon / Terrasse, Kabel-TV, Kinderfreundlich, Garage, Lift, Neubau",Sofort,Wohnung,2.5,,170,,,2023,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Acquedotto 4, ",6814 Cadempino, 985500.– ,"Haustiere erlaubt, Balkon / Terrasse, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau, Hochparterre",Sofort,Wohnung,3.5,,160,,,2023,,,2.55
wohnung,tessin?map=true&pf=700000&pt=900000,,6803 Camignolo, 1064340.– ,"Balkon / Terrasse, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Sofort,Wohnung,4.5,,170,,,2023,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Varenna 94, ",6600 Locarno, 919800.– ,"Kinderfreundlich, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,2.5,,69,,,2022,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6652 Tegna, 998640.– ,"Haustiere erlaubt, Balkon / Terrasse, Keller, Geschirrspüler, Waschmaschine, Tumbler, Kabel-TV, Kinderfreundlich, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,3.5,,170,,,2020,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via alla Chiesa 2, ",6515 Gudo, 1024920.– ,"Balkon / Terrasse, Kabel-TV, Rollstuhlgängig, Kinderfreundlich, Garage, Neubau, Stromanschluss, Wasseranschluss, Abwasseranschluss, Gasanschluss",Nach Vereinbarung,Wohnung,3.5,,130,,,2017,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6982 Agno, 1077480.– ,"Balkon / Terrasse, Aussicht, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,3.5,,190,,,2013,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6987 Caslano, 1018350.– ,"Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Sofort,Wohnung,2.5,,67,,,2023,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Vicolo Rivamonte, ",6517 Arbedo-Castione, 992070.– ,"Balkon / Terrasse, Kabel-TV, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,3.5,,150,,,,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6807 Taverne, 1024920.– ,"Balkon / Terrasse, Kabel-TV, Aussicht, Rollstuhlgängig, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Sofort,Wohnung,2.5,,130,,,2019,,,2.5
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Leoncavallo, ",6614 Brissago, 978930.– ,"Balkon / Terrasse, Kabel-TV, Rollstuhlgängig, Kinderfreundlich, Garage, Lift, Neubau, Gasanschluss",Nach Vereinbarung,Wohnung,2.5,,150,,,,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Manera, ",6965 Cadro, 1084050.– ,"Keller, Geschirrspüler, Kabel-TV, Kinderfreundlich, Parkplatz, Garage, Neubau",Sofort,Wohnung,3.5,2,140,,121,2023,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6900 Paradiso, 1116900.– ,"Balkon / Terrasse, Aussicht, Kinderfreundlich",Sofort,Wohnung,3.5,,190,,,1998,,,
wohnung,tessin?map=true&pf=700000&pt=900000,,6803 Camignolo, 998640.– ,"Balkon / Terrasse, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Sofort,Attikawohnung,2.5,,160,,,2023,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Busciurina 22, ",6528 Camorino, 1044630.– ,"Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Kabel-TV, Aussicht, Rollstuhlgängig, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift, Neubau",Nach Vereinbarung,Wohnung,3.5,,160,,,2020,,,
wohnung,tessin?map=true&pf=700000&pt=900000,"Via Giuseppe Lepori, ",6500 Bellinzona, 1038060.– ,"Balkon / Terrasse, Waschmaschine, Kabel-TV, Ruhige Lage, Kinderfreundlich, Garage, Lift, Neubau, Stromanschluss, Wasseranschluss, Abwasseranschluss",Sofort,Wohnung,3.5,,170,,,,,,
