type_search,place_search,street,PLZ,price,features,availability,object_type,number_of_rooms,number_of_floors,living_area,land_area,volume,construction_year,last_rennovation,number_of_appartments,height_rooms
haus,waadt?map=false&pf=2500000,"Route des Montagnes 24, ",1145 Bière, 6832800.– ,"Balkon / Terrasse, Aussicht, Kinderfreundlich, Parkplatz, Garage, Neubau",Sofort,Mehrfamilienhaus,,3,780,728,,2014,,,2.5
haus,waadt?map=false&pf=2500000,,1660 Château-d'Oex, 3679200.– ,"Parkplatz, Garage",Nach Vereinbarung,Villa,5.5,,260,800,3000,,2019,,
haus,waadt?map=false&pf=2500000,"Chemin des Novalles 13, ",1020 Renens, 3285000.– ,"Balkon / Terrasse, Aussicht, Kinderfreundlich, Parkplatz, Garage, Altbau",Sofort,Einfamilienhaus,6,4,370,1049,1581,1951,2011,,
haus,waadt?map=false&pf=2500000,"Chemin du Levant, ",1279 Bogis-Bossey, 3416400.– ,"Balkon / Terrasse, Parkplatz, Neubau",01.04.2026,Einfamilienhaus,4.5,4,320,,,2024,,,
haus,waadt?map=false&pf=2500000,"Grandvaux, ",1091 Grandvaux, 5190300.– ,"Balkon / Terrasse, Cheminée, Aussicht, Parkplatz, Garage, Neubau",Nach Vereinbarung,Villa,5.5,3,320,853,,2024,,,
haus,waadt?map=false&pf=2500000,,1296 Coppet, 6504300.– ,"Cheminée, Kinderfreundlich, Parkplatz, Garage, Swimmingpool, Neubau",Nach Vereinbarung,Einfamilienhaus,7,3,500,1536,1519,2024,,,
haus,waadt?map=false&pf=2500000,,1822 Chernex, 3350700.– ,"Balkon / Terrasse, Aussicht, Parkplatz, Garage, Neubau",Sofort,Villa,4.5,,230,1088,,2005,,,
haus,waadt?map=false&pf=2500000,"Chemin du Levant, ",1279 Bogis-Bossey, 3534660.– ,"Balkon / Terrasse, Parkplatz, Neubau",01.04.2026,Einfamilienhaus,4.5,4,320,,,2024,,,
haus,waadt?map=false&pf=2500000,,1026 Echandens-Denges, 4283640.– ,"Balkon / Terrasse, Aussicht, Parkplatz, Garage, Neubau",15.08.2024,Villa,4,,340,1236,1258,1995,2021,,
haus,waadt?map=false&pf=2500000,"A Tannay, ",1295 Tannay, 4454460.– ,"Balkon / Terrasse, Aussicht, Garage, Neubau",Nach Vereinbarung,Villa,4,2,290,1436,,,,,
haus,waadt?map=false&pf=2500000,,1530 Payerne,auf Anfrage,"Balkon / Terrasse, Aussicht, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Neubau, Minergie zertifiziert",Sofort,Einfamilienhaus,3.5,3,190,,,2024,,,
haus,waadt?map=false&pf=2500000,"Chemin du Levant, ",1279 Bogis-Bossey, 3482100.– ,"Balkon / Terrasse, Parkplatz, Neubau",01.04.2026,Einfamilienhaus,4.5,4,320,,,2024,,,
haus,waadt?map=false&pf=2500000,,1297 Founex,auf Anfrage,"Balkon / Terrasse, Kinderfreundlich, Garage, Neubau",Nach Vereinbarung,Einfamilienhaus,5.5,,420,,,2024,,1,
haus,waadt?map=false&pf=2500000,,1029 Villars-Ste-Croix,auf Anfrage,Neubau,Sofort,Einfamilienhaus,6,,720,1910,,2023,,,
haus,waadt?map=false&pf=2500000,,1295 Tannay, 3666060.– ,"Parkplatz, Neubau",Nach Vereinbarung,Einfamilienhaus,4.5,3,280,640,,,,,
haus,waadt?map=false&pf=2500000,"A Tannay, ",1295 Tannay, 4375620.– ,"Balkon / Terrasse, Aussicht, Garage, Neubau",Nach Vereinbarung,Villa,4,2,290,1498,,,,,
haus,waadt?map=false&pf=2500000,"Eclépens, ",1312 Eclépens, 3534660.– ,"Parkplatz, Garage",Nach Vereinbarung,Einfamilienhaus,4.5,2,470,2270,1562,1974,2022,,
haus,waadt?map=false&pf=2500000,"Yverdon-les-Bains, ",1400 Yverdon-les-Bains, 4309920.– ,Lift,Sofort,Mehrfamilienhaus,,3,,,,1911,2019,,
haus,waadt?map=false&pf=2500000,"Ropraz, ",1088 Ropraz,auf Anfrage,"Cheminée, Parkplatz, Garage",Nach Vereinbarung,Einfamilienhaus,4.5,2,260,1369,1090,1997,2020,,
haus,waadt?map=false&pf=2500000,"La Conversion, ",1093 La Conversion, 8541000.– ,"Balkon / Terrasse, Aussicht, Parkplatz, Garage",Sofort,Einfamilienhaus,6.5,3,520,1447,1623,1962,2011,,
haus,waadt?map=false&pf=2500000,,1147 Montricher, 6504300.– ,"Cheminée, Aussicht",Nach Vereinbarung,Einfamilienhaus,9,3,,4895,5414,1829,2012,,
